,rule,total_support,agree,disagree,unique_states,agree_percentage,disagree_percentage
0,speed == 3 and y_left_car == 0,9425,6386,3039,809,0.6775596816976127,0.3224403183023873
1,speed == 3 and y_left_car == 99 and x_right_car == 0,2327,1847,480,92,0.7937258272453803,0.20627417275461968
