,rule,total_support,agree,disagree,unique_states,agree_percentage,disagree_percentage
0,speed == 2,988,854,134,226,0.8643724696356275,0.13562753036437247
1,y_left_car == 0,6182,4340,1842,748,0.7020381753477839,0.2979618246522161
2,speed == 3 and x_left_car == 99,5963,5204,759,199,0.8727150763038739,0.12728492369612612
